#Creator: wheelEventBuffer
#Creation time: Mon May 20 09:05:02 2019
#Time	Angular velocity
#[s]	[rad/s]
0.769494	0.662124
1.194814	0.921569
1.511308	1.109586
1.779612	1.258560
2.019212	1.380556
2.239502	1.483339
2.445772	1.570749
2.641122	1.650655
2.827446	1.726188
3.005972	1.796839
3.177678	1.865487
3.343270	1.931647
3.503262	1.997808
3.658002	2.064420
3.807744	2.133307
3.952622	2.204998
4.092804	2.279523
4.228370	2.356183
4.359566	2.436212
4.486454	2.517060
4.609404	2.596229
4.728710	2.673923
4.844718	2.746147
4.957836	2.811420
5.068516	2.868301
5.177122	2.919587
5.283918	2.965557
5.389114	3.008439
5.492880	3.048018
5.595330	3.085620
5.696530	3.123166
5.796542	3.159920
5.895374	3.198005
5.993008	3.237020
6.089416	3.280215
6.184522	3.325774
6.278296	3.375153
6.370662	3.426544
6.461652	3.480526
6.551190	3.535998
6.639372	3.590310
6.726244	3.644454
6.811876	3.695296
6.896382	3.741060
6.979914	3.781953
7.062586	3.819937
7.144464	3.854904
7.225630	3.886955
7.306156	3.916416
7.386084	3.945138
7.465438	3.972878
7.544252	3.999481
7.622516	4.028716
7.700190	4.059744
7.777250	4.093814
7.853654	4.129328
7.929376	4.168448
8.004362	4.209445
8.078618	4.253673
8.152066	4.299193
8.224776	4.343056
8.296752	4.388190
8.368014	4.430644
8.438622	4.468710
8.508670	4.502010
8.578214	4.534108
8.647302	4.561495
8.715986	4.587070
8.784304	4.610226
8.852290	4.631978
8.919948	4.654625
8.987288	4.675685
9.054310	4.699747
9.120972	4.724484
9.187286	4.751063
9.253182	4.781578
9.318658	4.816030
9.383642	4.850832
9.448168	4.888269
9.512170	4.927216
9.575698	4.963649
9.638752	5.002377
9.701340	5.038641
9.763494	5.070520
9.825286	5.098664
9.886748	5.125114
9.947914	5.148295
10.008808	5.170154
10.069456	5.190485
10.129874	5.208729
10.190080	5.227798
10.250080	5.244379
10.309866	5.264768
10.369416	5.285673
10.428712	5.310332
10.487720	5.336673
10.546420	5.367308
10.604776	5.398297
10.662798	5.432462
10.720432	5.467443
10.777722	5.499795
10.834666	5.535846
10.891258	5.568225
10.947528	5.598390
11.003518	5.623644
11.059260	5.649737
11.114762	5.671154
11.170062	5.691703
11.225170	5.710118
11.280112	5.726355
11.334896	5.742474
11.389538	5.756574
11.444026	5.774562
11.498344	5.792235
11.552476	5.814534
11.606386	5.838957
11.660066	5.866653
11.713476	5.895497
11.766630	5.927086
11.819482	5.959241
11.872072	5.988320
11.924396	6.020914
11.976450	6.051766
12.028246	6.078698
12.079830	6.101839
12.131220	6.126112
12.182422	6.145766
12.233462	6.164579
12.284352	6.182534
12.335106	6.197902
12.385732	6.212610
12.436248	6.225413
12.486650	6.241244
12.536920	6.256657
12.587050	6.276908
12.637006	6.299059
12.686772	6.326458
12.736318	6.353583
12.785654	6.383794
12.834740	6.414293
12.883608	6.442971
12.932256	6.474307
12.980676	6.503794
13.028880	6.530563
13.076908	6.552356
13.124778	6.574020
13.172494	6.594443
13.220076	6.611096
13.267538	6.627273
13.314894	6.641564
13.362148	6.654507
13.409320	6.665802
13.456398	6.680260
13.503374	6.694495
13.550234	6.713379
13.596952	6.734389
13.643520	6.759020
13.689906	6.783832
13.736130	6.812075
13.782142	6.840256
13.827986	6.865369
13.873652	6.895204
13.919130	6.922247
13.964436	6.946430
14.009592	6.967073
14.054620	6.988772
14.099514	7.006853
14.144298	7.023772
14.188984	7.037933
14.233582	7.050253
14.278108	7.061346
14.322568	7.070563
14.366960	7.083636
14.411268	7.096437
14.455486	7.112825
14.499588	7.132203
14.543562	7.156900
14.587380	7.180127
14.631060	7.207141
14.674562	7.233359
14.717924	7.257086
14.761138	7.284008
14.804196	7.310109
14.847104	7.332632
14.889894	7.351506
14.932572	7.371862
14.975140	7.388506
15.017618	7.404178
15.060014	7.416763
15.102338	7.427987
15.144606	7.437835
15.186820	7.445944
15.228978	7.458318
15.271066	7.469312
15.313080	7.485686
15.354992	7.503565
15.396798	7.526936
15.438468	7.549365
15.480018	7.574848
15.521414	7.600505
15.562690	7.622265
15.603840	7.648244
15.644856	7.672152
15.685746	7.693571
15.726534	7.710565
15.767228	7.730677
15.807826	7.746690
15.848344	7.760851
15.888792	7.773526
15.929182	7.783155
15.969520	7.792808
16.009816	7.800161
16.050064	7.811021
16.090256	7.821133
16.130384	7.836350
16.170424	7.853982
16.210368	7.876824
16.250192	7.898212
16.289914	7.922911
16.329498	7.946961
16.368976	7.968327
16.408346	7.993061
16.447596	8.016721
16.486732	8.037230
16.525778	8.054540
16.564740	8.072753
16.603620	8.088550
16.642428	8.102318
16.681176	8.113617
16.719874	8.123268
16.758528	8.131678
16.797146	8.137998
16.835728	8.147706
16.874260	8.157862
16.912736	8.171867
16.951136	8.188908
16.989460	8.208164
17.027696	8.222773
17.065890	8.233117
17.104042	8.234843
17.142220	8.224495
17.180460	8.209880
